0.426982,0.101184
0.408913,0.100549
0.391171,0.0999149
0.373748,0.0992827
0.356639,0.0986523
0.339837,0.0980237
0.323336,0.0973969
0.30713,0.0967721
0.291212,0.0961493
0.275578,0.0955287
0.260221,0.0949102
0.245136,0.0942939
0.230317,0.09368
0.21576,0.0930685
0.201458,0.0924594
0.187408,0.0918528
0.173603,0.0912488
0.16004,0.0906475
0.146713,0.0900487
0.133618,0.0894527
0.12075,0.0888595
0.108105,0.0882691
0.0956785,0.0876815
0.0834662,0.0870969
0.0714642,0.0865151
0.0596682,0.0859364
0.0480744,0.0853606
0.0366789,0.0847879
0.0254779,0.0842182
0.0144676,0.0836516
0.00364448,0.0830882
-0.006995,0.0825279
-0.0174543,0.0819707
-0.0277369,0.0814168
-0.037846,0.080866
-0.047785,0.0803185
-0.0575569,0.0797742
-0.0671649,0.0792332
-0.076612,0.0786954
-0.0859012,0.078161
-0.0950355,0.0776298
-0.104018,0.077102
-0.11285,0.0765775
-0.121537,0.0760563
-0.130079,0.0755384
-0.13848,0.0750239
-0.146742,0.0745127
-0.154868,0.0740048
-0.16286,0.0735004
-0.170721,0.0729992
-0.178453,0.0725015
-0.186058,0.072007
-0.193539,0.071516
-0.200897,0.0710283
-0.208136,0.0705439
-0.215256,0.0700629
-0.222261,0.0695853
-0.229152,0.069111
-0.235931,0.06864
-0.2426,0.0681724
-0.249162,0.0677081
-0.255617,0.0672471
-0.261968,0.0667894
-0.268217,0.0663351
-0.274366,0.065884
-0.280415,0.0654362
-0.286368,0.0649917
-0.292225,0.0645505
-0.297988,0.0641126
-0.303659,0.0636779
-0.309239,0.0632464
-0.31473,0.0628182
-0.320134,0.0623931
-0.325452,0.0619713
-0.330685,0.0615527
-0.335835,0.0611373
-0.340903,0.060725
-0.345891,0.0603159
-0.3508,0.05991
-0.355631,0.0595072
-0.360385,0.0591074
-0.365065,0.0587108
-0.369671,0.0583173
-0.374204,0.0579269
-0.378666,0.0575395
-0.383057,0.0571551
-0.38738,0.0567738
-0.391634,0.0563955
-0.395822,0.0560202
-0.399944,0.0556479
-0.404002,0.0552785
-0.407996,0.0549121
-0.411927,0.0545486
-0.415798,0.0541881
-0.419607,0.0538305
-0.423357,0.0534757
-0.427049,0.0531238
-0.430683,0.0527748
-0.434261,0.0524286
-0.437783,0.0520852
-0.44125,0.0517446
-0.444663,0.0514068
-0.448024,0.0510718
-0.451332,0.0507395
-0.454589,0.05041
-0.457795,0.0500832
-0.460952,0.0497591
-0.46406,0.0494377
-0.46712,0.0491189
-0.470132,0.0488028
-0.473098,0.0484894
-0.476018,0.0481785
-0.478894,0.0478703
-0.481724,0.0475646
-0.484512,0.0472615
-0.487256,0.0469609
-0.489958,0.0466629
-0.492618,0.0463674
-0.495238,0.0460744
-0.497817,0.0457839
-0.500357,0.0454958
-0.502857,0.0452102
-0.505319,0.044927
-0.507744,0.0446462
-0.510131,0.0443678
-0.512482,0.0440918
-0.514796,0.0438182
-0.517076,0.0435469
-0.51932,0.0432779
-0.52153,0.0430113
-0.523706,0.0427469
-0.525849,0.0424848
-0.527959,0.042225
-0.530037,0.0419674
-0.532084,0.041712
-0.534099,0.0414589
-0.536083,0.041208
-0.538037,0.0409592
-0.539961,0.0407126
-0.541856,0.0404681
-0.543722,0.0402258
-0.54556,0.0399856
-0.547369,0.0397475
-0.549151,0.0395114
-0.550906,0.0392775
-0.552635,0.0390455
-0.554337,0.0388157
-0.556013,0.0385878
-0.557664,0.0383619
-0.559289,0.0381381
-0.56089,0.0379162
-0.562467,0.0376962
-0.564019,0.0374782
-0.565549,0.0372622
-0.567054,0.037048
-0.568538,0.0368357
-0.569998,0.0366254
-0.571437,0.0364169
-0.572853,0.0362102
-0.574249,0.0360054
-0.575623,0.0358024
-0.576976,0.0356012
-0.578309,0.0354018
-0.579621,0.0352042
-0.580914,0.0350083
-0.582187,0.0348142
-0.583441,0.0346219
-0.584676,0.0344312
-0.585893,0.0342423
-0.58709,0.034055
-0.58827,0.0338695
-0.589432,0.0336856
-0.590577,0.0335034
-0.591704,0.0333228
-0.592814,0.0331438
-0.593907,0.0329664
-0.594984,0.0327907
-0.596045,0.0326165
-0.597089,0.0324439
-0.598118,0.0322729
-0.599131,0.0321034
-0.600129,0.0319355
-0.601112,0.031769
-0.602081,0.0316041
-0.603034,0.0314407
-0.603973,0.0312788
-0.604898,0.0311183
-0.605809,0.0309593
-0.606707,0.0308017
-0.607591,0.0306456
-0.608461,0.0304909
-0.609318,0.0303376
-0.610163,0.0301857
-0.610995,0.0300352
